City,Year,Quarter,index_nsa,Median Household Income,Total Population,INDPRO,VIXCLS,CPI,Unemployment Rate,City GDP
New York,2001,1,143.96,38554.25,8022250.0,91.41146666666667,25.71976923076923,2.826171636581421,4.2,942382232.0
New York,2001,2,147.38,38815.5,8029500.0,90.26006666666666,23.919923076923077,2.826171636581421,4.433333333333334,942382232.0
New York,2001,3,152.01,39076.75,8036750.0,89.02236666666666,25.99276923076923,2.826171636581421,5.033333333333333,942382232.0
New York,2001,4,155.01,39338.0,8044000.0,88.04763333333334,27.763863636363634,2.826171636581421,5.8,942382232.0
New York,2002,1,159.37,39599.25,8043500.0,88.68256666666666,21.397421875,1.5860344171524048,6.266666666666667,953601010.0
New York,2002,2,165.11,39860.5,8043000.0,90.05303333333332,21.611769230769234,1.5860344171524048,6.266666666666667,953601010.0
New York,2002,3,170.61,40121.75,8042500.0,90.61046666666668,34.98409090909091,1.5860344171524048,6.099999999999999,953601010.0
New York,2002,4,174.23,40383.0,8042000.0,90.56136666666667,30.618409090909093,1.5860344171524048,6.166666666666667,953601010.0
New York,2003,1,177.82,40644.25,8037250.0,91.12933333333335,29.951484375,2.270094156265259,6.333333333333333,976093849.0
New York,2003,2,181.4,40905.5,8032500.0,90.45023333333334,21.50423076923077,2.270094156265259,6.433333333333334,976093849.0
New York,2003,3,184.73,41166.75,8027750.0,91.05403333333334,19.318787878787877,2.270094156265259,6.5,976093849.0
New York,2003,4,194.23,41428.0,8023000.0,91.93486666666666,17.40409090909091,2.270094156265259,6.400000000000001,976093849.0
New York,2004,1,198.72,41689.25,8013250.0,92.5877,16.640923076923077,2.6772384643554688,6.266666666666667,1025713129.0
New York,2004,2,205.5,41950.5,8003500.0,93.1151,16.19969230769231,2.6772384643554688,6.033333333333334,1025713129.0
New York,2004,3,219.11,42211.75,7993750.0,93.63853333333333,15.423560606060606,2.6772384643554688,5.633333333333333,1025713129.0
New York,2004,4,224.25,42473.0,7984000.0,94.97083333333335,13.608030303030302,2.6772384643554688,5.3,1025713129.0
New York,2005,1,231.04,42734.25,7973000.0,96.29463333333332,12.784453125,3.39274525642395,5.066666666666666,1084201028.0
New York,2005,2,241.43,42995.5,7962000.0,96.83603333333333,13.39676923076923,3.39274525642395,4.9,1084201028.0
